y;y0;y1;d;quality
34085;19485;34085;1;6.7
26571;26571;26905;0;4.9
32315;27713;32315;1;6.3
35378;28107;35378;1;6.9
38066;28686;38066;1;6.7
36575;17824;36575;1;8.8
35328;20978;35328;1;6.9
33810;26462;33810;1;10
20205;20205;29910;0;2.5
23143;23143;36476;0;4.8
18098;18098;26767;0;0.2
19000;19000;30441;0;2.5
25444;25444;31540;0;3.3
29890;16664;29890;1;6.7
32405;23154;32405;1;7.5
23463;23463;27442;0;3.4
20049;20049;29523;0;2.8
31489;24728;31489;1;7.4
33333;18438;33333;1;6.3
26843;26843;32318;0;6.3
21190;21190;31015;0;2.2
36508;20790;36508;1;9.1
31301;26847;31301;1;5.9
16748;16748;24840;0;1.7
29016;14985;29016;1;6.8
21885;21885;24822;0;1.1
21148;21148;28618;0;5.3
32744;31001;32744;1;9.4
19919;19919;24535;0;1.5
33972;23293;33972;1;5.9
36712;28462;36712;1;8.8
19209;19209;30127;0;1.8
33475;24356;33475;1;4.7
19321;19321;31992;0;1.4
24502;24502;28933;0;1
17946;17946;25067;0;2.9
22479;22479;27538;0;2.5
29704;24647;29704;1;7.2
41784;26749;41784;1;5.4
24221;24221;31016;0;3
20560;20560;21373;0;2
37707;21702;37707;1;9.1
22115;22115;30730;0;0.3
22302;22302;29388;0;6
18741;18741;30482;0;1.5
34019;17066;34019;1;5.8
30084;20933;30084;1;4.5
15720;15720;35512;0;4.9
21800;26870;21800;1;5.3
15374;15374;29874;0;3.8
35943;27904;35943;1;9.3
20450;20450;28580;0;4.3
24533;24533;33707;0;2.4
38888;27360;38888;1;8.8
17838;17838;22368;0;1.8
25428;25428;30528;0;0.9
26879;26879;31492;0;2.4
40365;24471;40365;1;8.6
36227;20014;36227;1;8.3
24136;24136;34544;0;3.6
21167;21167;28414;0;1.9
36457;30812;36457;1;7.7
20176;20176;31090;0;4.4
36635;17772;36635;1;4.8
38991;22301;38991;1;9.8
21552;21552;31718;0;0.9
26238;26238;23421;0;1
23722;23722;30211;0;6.4
22836;22836;33810;0;2
24165;24165;35841;0;2.6
22160;22160;32570;0;3.2
39490;28830;39490;1;8.7
13703;13703;27292;0;0.5
20331;20331;36214;0;2
22555;22555;28909;0;5.7
22308;22308;28215;0;0.4
17527;17527;30584;0;0.2
25587;25587;27965;0;2
30852;18788;30852;1;3.4
23946;23946;36639;0;2.8
23349;23349;27870;0;1.9
21743;21743;32428;0;2
20106;20106;29296;0;2.3
22818;22818;34351;0;4.1
37181;31206;37181;1;8.7
23857;23857;28539;0;2.8
39447;26417;39447;1;7.5
22581;22581;30495;0;3.4
34335;35085;34335;1;9.6
28084;21497;28084;1;6.3
35843;28737;35843;1;8.5
17768;17768;27033;0;1.2
36430;20856;36430;1;5.6
42169;23458;42169;1;7.8
15812;15812;38782;0;2.6
34518;19343;34518;1;5
26457;26457;28581;0;5.8
33591;21864;33591;1;4.8
36195;20218;36195;1;6.1
15433;15433;27695;0;0.2
22990;22990;29547;0;3.8
30003;20514;30003;1;3.8
20481;20481;30587;0;0.7
18794;18794;29010;0;2.9
24407;25590;24407;1;7.6
33796;16944;33796;1;8
27981;27981;30311;0;2
43620;27164;43620;1;9.2
12431;12431;36709;0;1
39736;29029;39736;1;8.9
32170;23378;32170;1;5.1
15845;15845;31441;0;1.3
22412;22412;25116;0;3.4
24610;24610;33635;0;2.1
28860;23521;28860;1;8.3
32646;26598;32646;1;4.6
23522;23522;20189;0;3.4
22447;22447;33522;0;1.4
38884;18742;38884;1;8.7
19975;19975;24586;0;0.5
35047;24118;35047;1;6.1
35549;17373;35549;1;7.9
38772;20580;38772;1;5.8
16559;16559;22866;0;5.3
25400;25400;26743;0;4.1
38463;25948;38463;1;7.3
41357;30262;41357;1;8.8
15813;15813;32504;0;1.1
26962;27686;26962;1;3.2
27263;27263;33266;0;3.7
26802;26802;33241;0;2.5
16836;16836;29604;0;1.2
29330;25159;29330;1;5.8
25035;25035;34665;0;2
22465;22465;32678;0;5.8
35655;16068;35655;1;5.9
35636;25818;35636;1;9.8
17132;17132;34260;0;2.1
17286;17286;28213;0;2.4
18807;18807;25892;0;1.6
33756;32598;33756;1;7.9
24285;24285;39375;0;1
35887;26614;35887;1;4.6
29303;29303;22968;0;0.8
39658;30169;39658;1;9.4
17010;17010;37289;0;1.9
29843;28419;29843;1;7.1
34764;26953;34764;1;9.6
38388;16124;38388;1;7.4
23871;23871;28404;0;2.6
30325;25068;30325;1;6.1
26931;26931;29909;0;1.3
24149;24149;32268;0;1.8
18438;18438;27369;0;0.8
24710;24710;31697;0;2.7
32301;17508;32301;1;4.4
34802;25822;34802;1;7.1
20650;20650;34314;0;3.5
18386;18386;30742;0;1.5
29785;29101;29785;1;6
19640;22873;19640;1;8.9
23890;23890;32264;0;3.9
27079;27079;31946;0;1
30491;26293;30491;1;8.1
24646;24646;27479;0;1.2
39918;32741;39918;1;7.6
16273;16273;25842;0;1.3
29094;25277;29094;1;8.5
30871;28551;30871;1;5.4
38748;25932;38748;1;6
34663;20255;34663;1;8.6
41706;24432;41706;1;8.7
24173;24173;33289;0;0.6
35172;27652;35172;1;4.7
23900;23900;26918;0;3.4
34835;32428;34835;1;8.2
31072;18171;31072;1;5.3
32968;23669;32968;1;4.4
17744;17744;20452;0;0.6
14099;14099;28452;0;2.5
17687;17687;32310;0;4
19021;19021;29437;0;1.1
23292;23292;28956;0;4.2
25984;25984;23306;0;2.4
34284;20663;34284;1;8.5
17246;17246;29689;0;2.3
32398;25083;32398;1;7.5
37912;23145;37912;1;7.2
24921;24921;32379;0;1
31742;26940;31742;1;4.8
24288;24288;33897;0;1.3
23676;23676;30625;0;2.6
16648;16648;33303;0;2.3
21386;21386;34841;0;1.8
20357;20357;25195;0;0.2
35642;29279;35642;1;9.3
15968;15968;33052;0;1.2
24225;24225;27999;0;4.1
36021;24229;36021;1;7.9
24396;24396;28275;0;1.1
28461;28461;27746;0;3.4
19423;19423;37985;0;3.3
37419;31957;37419;1;7.7
19937;19937;28879;0;5.4
38507;24824;38507;1;7.9
37166;29700;37166;1;8
25937;25937;27841;0;2.2
34692;34692;22732;0;4.7
23915;23915;28437;0;3.2
21552;21552;29900;0;5.4
36977;19212;36977;1;9.7
20966;20966;28437;0;1.5
20865;20865;31297;0;3.6
34560;25737;34560;1;7.9
34856;28289;34856;1;5.9
38426;20194;38426;1;5.4
35082;27242;35082;1;8.7
39156;23098;39156;1;7.7
27862;24955;27862;1;4.5
38035;26946;38035;1;9.4
24988;24988;24153;0;5.6
20487;20487;30273;0;5.7
17132;17132;39313;0;1.1
22971;22971;33625;0;3.9
33712;27968;33712;1;9.8
19750;19750;33003;0;2.2
25411;25411;27755;0;2.2
17895;17895;25708;0;2.8
18717;18717;31964;0;1.2
20174;20174;30427;0;1.8
14942;14942;28862;0;2.8
33728;27777;33728;1;6.4
32517;21946;32517;1;9.6
17617;17617;29095;0;0.7
19179;19179;23658;0;0.4
15847;15847;32282;0;0.4
33138;21462;33138;1;4.2
24654;24654;26349;0;2.5
16007;16007;25589;0;1.1
33972;21177;33972;1;8.6
17849;17849;32188;0;1.5
20773;20773;31579;0;5.5
20553;20553;29812;0;5.1
19816;19816;32800;0;3.1
39708;26884;39708;1;6.8
36283;19001;36283;1;7.5
38701;30365;38701;1;9.5
29235;28206;29235;1;3.6
22732;22732;26464;0;3.5
23432;23432;29326;0;4.5
38789;25142;38789;1;6.7
35945;21593;35945;1;5.3
21065;21065;31212;0;0
31280;19747;31280;1;8.6
30432;25960;30432;1;5.6
36179;25564;36179;1;9
36709;31726;36709;1;9.5
36191;19526;36191;1;9
33840;25710;33840;1;6.9
35919;24907;35919;1;8.4
24852;24852;28232;0;4.6
35669;22741;35669;1;6.3
29501;13949;29501;1;4.4
33226;33237;33226;1;9.7
28454;28454;27210;0;2.8
39250;21424;39250;1;9.8
37877;22222;37877;1;6.8
40127;22767;40127;1;9.1
37205;22555;37205;1;6.7
25708;25708;39347;0;4.1
38602;25986;38602;1;9.3
12373;12373;30273;0;1.5
22786;22786;33472;0;0.2
34460;27692;34460;1;5.8
26476;26476;31367;0;5.1
23319;23319;31931;0;2.9
23805;23805;29748;0;2.8
24697;24697;30360;0;6.1
25267;25267;24154;0;3.9
24505;24505;31188;0;2.9
18107;18107;24284;0;3.9
30202;22389;30202;1;8.2
18677;18677;24421;0;2.3
40791;29794;40791;1;9.9
16238;16238;31185;0;6.2
38769;22522;38769;1;8.3
27472;27472;27617;0;2.4
34105;30148;34105;1;7.7
18537;18537;23782;0;0.6
28982;23412;28982;1;5.1
33839;20604;33839;1;8.6
34964;31041;34964;1;9.9
22000;22000;32379;0;4
29018;29018;21873;0;4.7
21995;21995;32663;0;4.2
40228;23923;40228;1;9.2
22873;22873;26930;0;4.8
36738;31147;36738;1;9.4
16366;16366;30427;0;1.2
38574;26291;38574;1;5.6
31971;22778;31971;1;7.3
10938;10938;23568;0;0
34765;19065;34765;1;6.3
21963;21963;29334;0;3.7
18369;18369;24445;0;0.9
29059;24591;29059;1;6.8
20100;20100;36836;0;6.1
18501;18501;33753;0;1
21855;21855;32631;0;4
17843;17843;27398;0;1
32498;24676;32498;1;7.9
29580;22928;29580;1;8.2
25506;25506;24207;0;4.1
17544;17544;29069;0;0
37724;16642;37724;1;6.1
33882;22945;33882;1;5.9
36795;21950;36795;1;9.1
27254;21773;27254;1;3.9
39022;24269;39022;1;9.6
20317;20317;21936;0;2.6
28502;28502;27928;0;1.4
24004;24004;35449;0;5.3
21661;21661;34454;0;4.5
27493;27493;27880;0;5.2
20227;20227;29430;0;0.9
32212;18190;32212;1;6
38473;24082;38473;1;6.8
21680;21680;29276;0;5.5
26011;26011;30016;0;6.2
18034;18034;31313;0;3
18889;18889;26405;0;2.8
29110;20589;29110;1;6
22074;22074;32990;0;1.7
42678;26789;42678;1;9.2
37327;22339;37327;1;9.9
28114;26952;28114;1;7.5
26571;21851;26571;1;4.9
39767;23970;39767;1;9.3
32142;22049;32142;1;6.2
21895;21895;34726;0;3.9
16207;16207;28520;0;2
37154;24520;37154;1;7.2
36800;23746;36800;1;9.3
44278;20554;44278;1;6.9
31752;31515;31752;1;8.9
21379;21379;31570;0;2.3
23990;23990;24891;0;5.5
17158;17158;27909;0;2.1
26145;25241;26145;1;5.4
35995;23714;35995;1;9.7
31590;25858;31590;1;8
20389;20389;31468;0;2
37917;27483;37917;1;4
37157;22594;37157;1;8.3
18891;18891;29762;0;4.4
15332;15332;39105;0;4
27945;27945;23224;0;0.3
23138;23138;27183;0;1.4
34344;29717;34344;1;6.8
20459;20459;33892;0;0.6
43166;18580;43166;1;10
14663;14663;31026;0;1.1
39165;20708;39165;1;6.3
19528;19528;36484;0;0.3
15759;15759;20283;0;0.7
27037;27037;26062;0;1.9
34442;28059;34442;1;8
38517;25783;38517;1;8.3
32250;26621;32250;1;7.2
26510;26510;32982;0;2.8
31758;27979;31758;1;6.4
30719;33231;30719;1;9.6
30292;23991;30292;1;5.4
19176;19176;38207;0;4.3
30935;22839;30935;1;7.2
18665;18665;29009;0;1.7
26179;26179;27721;0;3.2
31017;24458;31017;1;3.9
18482;18482;33433;0;0.5
16078;16078;32709;0;2.8
31517;21622;31517;1;7.2
28220;18976;28220;1;3.3
28883;24107;28883;1;6
29593;22968;29593;1;5.2
38527;24843;38527;1;8.6
31323;20005;31323;1;5.3
27982;27982;27552;0;1.1
34494;35643;34494;1;7.8
20285;20285;36423;0;0.6
29447;21060;29447;1;7.1
17222;17222;26867;0;0.5
27317;30457;27317;1;7.8
34097;23449;34097;1;7.8
24510;24510;29562;0;5.5
36915;26406;36915;1;8.6
20398;20398;31624;0;2.1
20375;20375;33546;0;2.3
34414;28861;34414;1;6.7
28705;30211;28705;1;4.4
34697;27584;34697;1;6.6
23686;23686;35917;0;0.8
23811;23811;29727;0;3.4
32091;25993;32091;1;8.1
17809;17809;38017;0;3.5
25804;25804;25471;0;0.5
41066;24523;41066;1;8.6
36541;20178;36541;1;5.6
33712;24316;33712;1;9.1
26559;24275;26559;1;7.6
18066;18066;33130;0;5.5
20787;20787;22134;0;4.8
22742;22742;27075;0;3.5
35671;25227;35671;1;5.7
41635;20371;41635;1;9.5
15216;15216;30542;0;2.6
21260;21260;33725;0;1.1
18534;18534;26737;0;2.5
26459;26459;34922;0;1.8
25509;24645;25509;1;5.3
26260;21501;26260;1;8
29274;16582;29274;1;4.8
17239;17239;30600;0;1.8
20545;20545;34506;0;4
39883;22183;39883;1;8.1
30985;33018;30985;1;9.4
23762;23762;36174;0;1.7
19616;19616;27921;0;3.5
37697;19502;37697;1;7.1
38283;23771;38283;1;9.6
19583;19583;30010;0;4.3
26298;26298;34916;0;1.4
37921;31165;37921;1;8.1
32046;31763;32046;1;8.1
34032;25619;34032;1;9.1
29746;24017;29746;1;7
31462;22790;31462;1;4.6
20214;20214;35987;0;0.8
33887;33529;33887;1;7.3
37064;19230;37064;1;9.3
22625;22625;28744;0;0.4
16982;16982;37367;0;1.1
30918;21143;30918;1;4
13064;13064;31930;0;1.5
18244;18244;26699;0;1.1
29540;29540;35206;0;2.9
33673;30277;33673;1;5.8
25118;25118;25924;0;1.4
19127;19127;25368;0;4.9
19144;19144;28958;0;3.6
30519;14295;30519;1;4.1
27874;27874;33632;0;2.8
16974;16974;28867;0;4.3
20153;20153;36085;0;4.6
30652;20903;30652;1;8.3
26217;26217;24556;0;3.6
25687;25687;28304;0;4.4
25417;25417;32346;0;0.1
36987;24914;36987;1;9.7
24928;24928;25106;0;3.4
11332;11332;34628;0;0.3
27025;27025;29879;0;3.6
31598;18390;31598;1;6.4
18355;18355;33030;0;2.9
34831;24045;34831;1;9.8
20048;20048;38308;0;0.8
20009;20009;32027;0;1.3
25815;25815;32439;0;2.6
21989;21989;32027;0;2.1
32739;30191;32739;1;9.5
22975;22975;25392;0;3.5
21517;21517;31570;0;4.1
20987;20987;25343;0;5.4
27791;27791;32634;0;2.8
26291;27874;26291;1;4.1
38323;27698;38323;1;4.4
22947;22947;24815;0;3.2
16022;16022;26345;0;0
39044;22474;39044;1;9.7
17532;17532;24655;0;1.1
33809;22865;33809;1;5.5
34598;26101;34598;1;8.7
31423;24667;31423;1;8.6
26173;26173;34227;0;6.1
18464;18464;27883;0;0
16237;16237;31397;0;3.2
39062;26128;39062;1;8.7
30839;19767;30839;1;5.1
31907;22043;31907;1;9.1
41818;17981;41818;1;9.9
18637;18637;32582;0;3.1
25924;25924;23899;0;0.1
24919;24919;34563;0;4.1
32119;25842;32119;1;7.7
40560;23793;40560;1;9.5
39763;34186;39763;1;7.3
20143;20143;30177;0;5.2
36860;22184;36860;1;7.3
39684;26286;39684;1;8.5
39353;27686;39353;1;8.2
32373;22119;32373;1;7.2
22228;22228;20104;0;4.4
27205;27205;28565;0;4.4
42070;25803;42070;1;8.4
20249;20249;33823;0;3.9
36433;22278;36433;1;6.7
16670;16670;33825;0;0.8
36693;30210;36693;1;8.3
17147;17147;27436;0;0.2
20005;20005;30254;0;1.1
20058;20058;33616;0;4.9
29241;23693;29241;1;6.8
22315;22315;31590;0;6.1
28703;29587;28703;1;9
19634;19634;29593;0;3.1
30919;30919;38355;0;5.4
32877;28798;32877;1;7.4
20696;20696;31396;0;1.6
37643;18974;37643;1;6.8
34434;19397;34434;1;8.8
27657;27657;29553;0;3.7
8170;8170;28939;0;0.3
35291;28994;35291;1;5.2
17828;17828;34580;0;1.1
35641;24705;35641;1;9
26285;26285;26637;0;2.2
20883;20883;37292;0;6.2
30058;16582;30058;1;3.6
30300;22676;30300;1;7.9
30944;20015;30944;1;9.5
35465;25094;35465;1;6.9
16168;16168;28510;0;0.1
39238;19548;39238;1;9.6
34075;26982;34075;1;5
23471;23471;31624;0;5.4
23008;23008;29229;0;0.6
23883;23883;31509;0;1.6
40362;25978;40362;1;7.6
22119;22119;26217;0;3.2
31610;21958;31610;1;6.2
30873;29000;30873;1;5.9
21772;21772;31764;0;0.5
26141;26141;31611;0;3.9
27191;27191;29578;0;3.1
18339;18339;27613;0;4.3
33516;18331;33516;1;3.6
38023;24377;38023;1;7.5
36732;26169;36732;1;9.5
18027;18027;34852;0;2.2
35674;23220;35674;1;8.3
19837;19837;31187;0;0.3
38431;25501;38431;1;9.5
33408;23804;33408;1;9.8
31793;28369;31793;1;8.1
37741;29325;37741;1;6.7
24768;24768;25823;0;3
35409;23990;35409;1;8.5
37175;24238;37175;1;8.5
17091;17091;29661;0;3.8
26561;26154;26561;1;8.7
35743;25872;35743;1;5.4
24058;24058;36763;0;5.8
15309;15309;31299;0;0.2
29485;30745;29485;1;9.1
40076;18171;40076;1;6.4
21331;21331;36439;0;5.5
32613;27393;32613;1;6.8
36121;31834;36121;1;9.4
16217;16217;36317;0;1.8
38470;23314;38470;1;4.4
22105;22105;24284;0;3
25241;23375;25241;1;4.5
41020;34876;41020;1;9.1
38652;22564;38652;1;7.7
28841;21027;28841;1;6.8
40216;24150;40216;1;6.3
31673;31673;24088;0;4
18062;18062;35517;0;0.5
40625;20766;40625;1;6.4
18100;18100;31388;0;2.2
22222;22222;29981;0;0.9
19061;19061;30917;0;1.3
39503;24315;39503;1;8.8
38599;20463;38599;1;6.5
17964;17964;30604;0;0.3
22534;22534;31300;0;1.3
20738;20738;31508;0;1.6
21766;21766;30999;0;4.7
38106;25215;38106;1;7.5
38940;21353;38940;1;8.4
31388;22902;31388;1;8.8
22339;22339;36104;0;0.1
26148;26148;30791;0;0.4
21301;21301;25908;0;2.1
30906;22918;30906;1;7.3
29301;23230;29301;1;7.9
39205;20567;39205;1;6.3
15493;15493;29433;0;1.5
30491;19926;30491;1;4.9
39129;16616;39129;1;7.5
28079;28079;27918;0;2.7
32525;25678;32525;1;7.6
24494;24494;33362;0;2
23554;23554;28580;0;3.8
30952;22638;30952;1;5.6
20878;20878;29610;0;4.5
37680;28986;37680;1;8.9
26272;26272;30293;0;5.9
17415;17415;30258;0;0.7
20076;20076;24656;0;1.3
15244;15244;33813;0;1.5
30861;21081;30861;1;8.6
39875;25515;39875;1;9.5
36738;36316;36738;1;9
23278;23278;31799;0;1.1
40066;28769;40066;1;7.9
26175;26175;28782;0;0
34446;24238;34446;1;7
32795;17308;32795;1;5.1
22347;22347;35389;0;2.7
34766;21272;34766;1;6.3
42922;20952;42922;1;10
16806;16806;32919;0;5.1
33414;24305;33414;1;9.3
28180;28180;31651;0;1.9
34434;27384;34434;1;4.8
35066;26895;35066;1;6.3
19972;19972;30626;0;2
21506;21506;31013;0;4.3
32190;27486;32190;1;6.7
35366;24851;35366;1;8.2
18555;18555;28905;0;3.6
37560;22107;37560;1;6.2
23500;23500;28568;0;3.5
40287;29708;40287;1;7.6
24282;24282;29807;0;5.7
33104;24288;33104;1;6.3
12287;12287;30122;0;3.9
37531;26033;37531;1;6.6
34693;26853;34693;1;6.8
41304;28215;41304;1;7.8
33314;25289;33314;1;7.7
19356;19356;30820;0;0.1
27714;27714;25862;0;2.3
35661;21466;35661;1;7
37903;24461;37903;1;9
18309;18309;31477;0;0.9
28979;25774;28979;1;6.6
30509;26870;30509;1;6.4
36209;21154;36209;1;9.3
32788;22643;32788;1;9.1
18734;18734;17312;0;0.3
22292;22292;29773;0;3.3
32355;23146;32355;1;8.7
16609;16609;33902;0;2.1
28010;28010;27656;0;4.9
30498;24353;30498;1;4.7
28519;28519;28806;0;5.3
41326;23132;41326;1;9.4
43885;30802;43885;1;5.4
33246;20619;33246;1;5.4
35402;23001;35402;1;6.4
36060;25537;36060;1;5.6
19334;19334;28459;0;0.6
23026;23026;36365;0;2.9
28883;22227;28883;1;4.8
20919;20919;26945;0;3
34918;26698;34918;1;5.3
19652;19652;30872;0;4.4
31608;28862;31608;1;7.9
23750;23750;27156;0;0.6
33179;21926;33179;1;3.7
36459;23211;36459;1;8.9
36543;26951;36543;1;5.2
22237;22237;26622;0;3.7
20013;20013;36155;0;4.2
26150;26150;31148;0;0.2
28520;26629;28520;1;5.9
27015;27015;32575;0;4.9
18052;18052;25740;0;1
22317;22317;27040;0;4
23281;23281;24086;0;0.5
25902;25902;29363;0;0.4
21018;21018;24323;0;2.3
35855;28150;35855;1;9.8
27814;27814;24448;0;0.5
19736;19736;32239;0;1.3
34179;26995;34179;1;9.3
24059;24059;23156;0;0.9
34492;21114;34492;1;9.4
31269;28165;31269;1;6.7
22690;22690;32651;0;0
27063;25987;27063;1;8.5
35452;26870;35452;1;5.2
34776;27144;34776;1;4.2
27727;34116;27727;1;8.6
24062;24062;31011;0;5.9
24700;24700;25203;0;0.6
15160;15160;32618;0;1.4
24645;24645;35477;0;4.1
39145;25146;39145;1;8.3
19284;19284;31697;0;3.9
38130;26528;38130;1;6.2
41352;14772;41352;1;6.1
41471;26723;41471;1;5.4
31890;27697;31890;1;5.8
30635;23021;30635;1;7.7
34433;20800;34433;1;7
34076;29671;34076;1;8.4
32143;26747;32143;1;9.8
23238;23238;28378;0;2.3
36649;29069;36649;1;8.6
28940;19189;28940;1;6.8
25083;16890;25083;1;3
26951;26951;33690;0;1.6
30245;23777;30245;1;7.7
39439;21787;39439;1;9.9
41581;30226;41581;1;8.6
37958;32098;37958;1;6.8
35250;26697;35250;1;8.1
16517;16517;22775;0;4.9
14292;14292;25722;0;4.6
21444;21444;27909;0;3.1
19301;19301;33388;0;0.2
30157;30157;30979;0;4.1
37191;20273;37191;1;9.8
14858;14858;29427;0;1.4
28512;26684;28512;1;7.3
28152;19859;28152;1;5.3
35757;25545;35757;1;9.6
27492;18910;27492;1;7.2
30444;22769;30444;1;9.1
28593;28593;23086;0;3
34899;27524;34899;1;6.3
26252;26252;24366;0;2.1
32569;26587;32569;1;8.5
20502;20502;36227;0;0.5
33546;30834;33546;1;7.6
29714;21651;29714;1;7.2
37510;25903;37510;1;7.7
32213;27949;32213;1;6.3
40238;26576;40238;1;8.2
40498;27722;40498;1;4.2
35154;19851;35154;1;9.4
17286;17286;28064;0;2.9
21126;21126;33294;0;1.1
42012;21709;42012;1;6
23869;23869;29753;0;0.3
12958;12958;29628;0;0.8
23272;23272;32966;0;3.3
22503;22503;28325;0;0.7
42232;29377;42232;1;7.1
16073;16073;28005;0;0.7
20029;20029;26056;0;3.3
27196;21992;27196;1;3.6
24091;24091;26872;0;3.9
28622;22691;28622;1;7.9
17516;17516;32119;0;6
36958;22782;36958;1;7.6
26782;26782;28021;0;2.4
21989;21989;29091;0;2.9
24694;24694;35411;0;3.2
38894;24506;38894;1;9.2
19061;19061;29228;0;4.5
18346;18346;24736;0;1.3
17960;17960;36997;0;1.4
31456;25512;31456;1;3.1
37185;26468;37185;1;9.8
14851;14851;33278;0;2.3
24633;24633;34102;0;0.4
26773;26773;26680;0;5.6
32742;21308;32742;1;8.2
21145;21145;30929;0;0.4
25614;25614;33947;0;0.3
31761;22376;31761;1;8.8
19630;19630;32258;0;1
40363;28489;40363;1;8.9
33759;26957;33759;1;8.8
36457;21964;36457;1;8.4
35684;22581;35684;1;5.6
23746;23746;19845;0;4.7
36187;23987;36187;1;7.6
35773;18405;35773;1;8.8
35901;18627;35901;1;7
34500;24051;34500;1;6.9
29811;9892;29811;1;6.4
33673;24839;33673;1;8.3
17136;17136;25898;0;3.7
34602;24804;34602;1;5.7
35098;19385;35098;1;6.3
29117;20567;29117;1;6.1
25821;25821;26918;0;0.4
14091;14091;32500;0;0.2
20064;20064;29948;0;0.7
23274;23274;32717;0;3
19411;19411;19255;0;1.3
31366;27248;31366;1;8.4
25639;25639;29974;0;5.8
31751;22302;31751;1;5.4
36612;23909;36612;1;5.6
21463;21463;25096;0;1.1
40090;22093;40090;1;5
16945;16945;37579;0;1.7
27027;27027;26968;0;3.3
20025;20025;31629;0;2.9
28924;27484;28924;1;8.7
33532;21827;33532;1;9.8
28261;23702;28261;1;4.5
28928;28928;24970;0;4.3
21887;21887;23145;0;3
11419;11419;31586;0;2.6
38051;33036;38051;1;7.9
25349;25349;26836;0;0.2
12112;12112;26680;0;0.3
14796;14796;30825;0;0.3
35061;20156;35061;1;5.7
35899;31030;35899;1;8.9
33138;22600;33138;1;5.5
19366;19366;37004;0;2
35601;21376;35601;1;7.9
31230;27493;31230;1;9.5
20329;20329;31755;0;0.7
18344;18344;26074;0;3.7
31149;24835;31149;1;6.7
13488;13488;29961;0;0.1
36975;26175;36975;1;7.5
34345;22590;34345;1;9.9
21357;21357;29326;0;2.7
22469;22469;30673;0;1.4
41219;27008;41219;1;9.8
23413;23413;37024;0;3.1
28339;26219;28339;1;5.7
29987;29987;30036;0;5.4
34351;26376;34351;1;9.6
30970;30433;30970;1;4.5
18084;18084;35989;0;3.8
22332;22332;21063;0;0.6
30194;21299;30194;1;6.7
21185;21185;24888;0;0.7
23848;23848;28461;0;2
43438;24410;43438;1;9.2
36599;23365;36599;1;9.6
13164;13164;27915;0;2.4
19632;19632;30199;0;4.1
35646;23732;35646;1;8
34163;26946;34163;1;8.8
39342;31675;39342;1;9.6
30510;17869;30510;1;6.3
24566;24566;27870;0;2.2
28991;30011;28991;1;5.3
19651;19651;33699;0;2.4
45653;22683;45653;1;9.4
21008;21008;25706;0;0.2
30322;17873;30322;1;6.3
44233;28850;44233;1;9.7
23032;23032;37047;0;1.1
28153;28153;33374;0;2.2
17029;17029;29751;0;1.5
22123;22123;29295;0;3.5
22563;22563;29400;0;3.3
22497;22497;26173;0;0.9
33446;25883;33446;1;9.7
33166;22693;33166;1;7.7
27959;27959;24315;0;0.3
44547;25410;44547;1;9.5
19674;19674;31591;0;4.7
21635;21635;26491;0;5.9
33863;26340;33863;1;9.9
32745;25157;32745;1;3.4
37301;22927;37301;1;6.6
20291;20291;35389;0;0.5
37754;25296;37754;1;8.8
32683;20920;32683;1;9.3
42005;24999;42005;1;9.5
28606;26243;28606;1;7.6
34207;22150;34207;1;8.3
38359;19846;38359;1;4.8
32544;24092;32544;1;7.3
33716;11772;33716;1;8.9
22298;22298;24952;0;0.6
32950;30397;32950;1;9
24816;24816;43211;0;0.3
19335;19335;31173;0;3.2
20918;20918;32930;0;1.3
14905;14905;29597;0;1.1
35041;21603;35041;1;5.1
30857;25475;30857;1;8.3
21192;21192;23364;0;4.5
35188;17662;35188;1;7.6
35982;24426;35982;1;9
22867;22867;31120;0;3.1
33416;23769;33416;1;5.6
48779;31044;48779;1;10
16742;16742;32167;0;2
25690;25690;23211;0;0.1
22504;22504;31555;0;3
18203;18203;26183;0;5
19191;19191;31701;0;0.3
42882;24458;42882;1;8.7
35925;23559;35925;1;9.3
40769;24162;40769;1;9.3
27506;27506;23088;0;0.5
38709;29177;38709;1;8.4
33617;26548;33617;1;8.4
19812;19812;26411;0;5.6
33589;20748;33589;1;8.8
28980;19930;28980;1;7.8
32149;26416;32149;1;9
35463;21042;35463;1;7.1
37891;23844;37891;1;5.8
24795;24795;35299;0;4.9
22808;22808;23230;0;2
22492;22492;32450;0;1.9
40015;25226;40015;1;8.4
40883;27513;40883;1;8.9
30689;20498;30689;1;5.7
33696;19707;33696;1;3.6
23003;23003;30948;0;2.3
17713;17713;27604;0;3.8
37672;30744;37672;1;5.7
32397;29923;32397;1;6
35001;22316;35001;1;7.9
35033;27469;35033;1;5
24347;24347;29560;0;5.4
24298;24298;24761;0;0.2
32551;20521;32551;1;7.8
18285;18285;33465;0;3.3
22595;22595;37282;0;4.7
38677;35408;38677;1;7.3
33967;17741;33967;1;7.4
32948;23559;32948;1;8.9
26863;26863;35003;0;3
24611;24611;29728;0;1
15293;15293;31990;0;1.9
31329;31329;28817;0;2.6
24977;24977;30867;0;2.7
21706;21706;41138;0;0.1
38688;26107;38688;1;9.2
40805;25564;40805;1;8.4
22830;22830;33247;0;3.8
17735;17735;29381;0;5
29554;29554;31395;0;3.3
31131;25112;31131;1;7.9
36581;26230;36581;1;7.8
17615;17615;28326;0;2.9
